alert-unique-id,alert-title,alert-trigger,unique-form-name,saved-with-form-status,alert-condition,ensure-logic-still-true,do-not-clear-recurrences,alert-stop-type,send-on,send-on-next-day-type,send-on-next-time,send-on-time-lag-days,send-on-time-lag-hours,send-on-time-lag-minutes,send-on-field-after,send-on-field,send-on-date,alert-send-how-many,every-time-type,repeat-for,repeat-for-units,repeat-for-max,alert-expiration,alert-type,email-from-display,email-from,email-to,email-cc,email-bcc,email-failed,email-subject,alert-message,sendgrid-template-id,sendgrid-template-data,sendgrid-mail-send-configuration,prevent-piping-identifiers,file-upload-fields,phone-number-to,alert-deactivated
A-1349,replay_links_vch_3,LOGIC,,ANY,[replay_links_vch_3]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>Thank you so much for playing the game again! Unfortunately, your responses still suggest the game is not being played correctly or there is some misunderstanding. You'll have to play it again to complete the study -- please email <a class=""c-link"" href=""mailto:maximillian.greenwald@yale.edu"" target=""_blank"" rel=""noopener noreferrer"" data-stringify-link=""mailto:maximillian.greenwald@yale.edu"" data-sk=""tooltip_parent"" aria-haspopup=""menu"">maximillian.greenwald@yale.edu</a> if you'd like to chat about the game and/or get help troubleshooting</p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>Look for the Pattern!</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember to please keep your volume at 100%, screen brightness at 100%, and look carefully for the pattern!</i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:visual_ch_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1350,replay_links_vch_4,LOGIC,,ANY,[replay_links_vch_4]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>Thank you so much for playing the game again! Unfortunately, your responses still suggest the game is not being played correctly or there is some misunderstanding. You'll have to play it again to complete the study -- please email <a class=""c-link"" href=""mailto:maximillian.greenwald@yale.edu"" target=""_blank"" rel=""noopener noreferrer"" data-stringify-link=""mailto:maximillian.greenwald@yale.edu"" data-sk=""tooltip_parent"" aria-haspopup=""menu"">maximillian.greenwald@yale.edu</a> if you'd like to chat about the game and/or get help troubleshooting</p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>Look for the Pattern!</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember to please keep your volume at 100%, screen brightness at 100%, and look carefully for the pattern!</i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:visual_ch_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1351,replay_links_prl,LOGIC,,ANY,[replay_links_prl]='1',N,N,RECORD,TIME_LAG,,,0,0,30,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you 1) recently submitted survey responses for an online survey study by the Powers Lab at Yale University, 2) consented to be contacted regarding your research participation, and 3) gave responses to one or more games suggesting directions may have been misunderstood or there was not full engagement the entire time through.</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>The Lucky Picture Picking Game</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember that even the lucky picture sometimes gives you low points - you're just looking for the picture that gives you more points the most <strong>often</strong>! You should <strong>not </strong>change to a different picture the moment you get a low point reward.  </i></p> <p><i>Sometimes the picture is only moderately good - try to make sure you're confident you've found the actual LUCKIEST picture before committing! </i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:prl_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p> <p> </p>",,{},{},Y,,,N
A-1352,replay_links_prl_2,LOGIC,,ANY,[replay_links_prl_2]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>Thank you so much for playing the game again! Unfortunately, your responses still suggest the game is not being played correctly or there is some misunderstanding. You'll have to play it again to complete the study -- please email <a class=""c-link"" href=""mailto:maximillian.greenwald@yale.edu"" target=""_blank"" rel=""noopener noreferrer"" data-stringify-link=""mailto:maximillian.greenwald@yale.edu"" data-sk=""tooltip_parent"" aria-haspopup=""menu"">maximillian.greenwald@yale.edu</a> if you'd like to chat about the game and/or get help troubleshooting</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>The Lucky Picture Picking Game</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember that even the lucky picture sometimes gives you low points - you're just looking for the picture that gives you more points the most <strong>often</strong>! You should <strong>not </strong>change to a different picture the moment you get a low point reward.  </i></p> <p><i>Sometimes the picture is only moderately good - try to make sure you're confident you've found the actual LUCKIEST picture before committing! </i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:prl_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1353,replay_links_prl_3,LOGIC,,ANY,[replay_links_prl_3]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>Thank you so much for playing the game again! Unfortunately, your responses still suggest the game is not being played correctly or there is some misunderstanding. You'll have to play it again to complete the study -- please email <a class=""c-link"" href=""mailto:maximillian.greenwald@yale.edu"" target=""_blank"" rel=""noopener noreferrer"" data-stringify-link=""mailto:maximillian.greenwald@yale.edu"" data-sk=""tooltip_parent"" aria-haspopup=""menu"">maximillian.greenwald@yale.edu</a> if you'd like to chat about the game and/or get help troubleshooting</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>The Lucky Picture Picking Game</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember that even the lucky picture sometimes gives you low points - you're just looking for the picture that gives you more points the most <strong>often</strong>! You should <strong>not </strong>change to a different picture the moment you get a low point reward.  </i></p> <p><i>Sometimes the picture is only moderately good - try to make sure you're confident you've found the actual LUCKIEST picture before committing! </i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:prl_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1354,replay_links_prl_4,LOGIC,,ANY,[replay_links_prl_4]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: Game Replay Links,"<p>Hello!</p> <p> </p> <p>Thank you so much for playing the game again! Unfortunately, your responses still suggest the game is not being played correctly or there is some misunderstanding. You'll have to play it again to complete the study -- please email <a class=""c-link"" href=""mailto:maximillian.greenwald@yale.edu"" target=""_blank"" rel=""noopener noreferrer"" data-stringify-link=""mailto:maximillian.greenwald@yale.edu"" data-sk=""tooltip_parent"" aria-haspopup=""menu"">maximillian.greenwald@yale.edu</a> if you'd like to chat about the game and/or get help troubleshooting</p> <p> </p> <p>In order to receive compensation for your participation, you will need to please replay the following games carefully at the links below:</p> <p> </p> <p> ############</p> <p> </p> <p><strong><u>The Lucky Picture Picking Game</u></strong></p> <p> </p> <p>************************</p> <p><i>Remember that even the lucky picture sometimes gives you low points - you're just looking for the picture that gives you more points the most <strong>often</strong>! You should <strong>not </strong>change to a different picture the moment you get a low point reward.  </i></p> <p><i>Sometimes the picture is only moderately good - try to make sure you're confident you've found the actual LUCKIEST picture before committing! </i></p> <p><span style=""font-size: 14pt;""><i> <strong>[survey-link:prl_task:Replay Link Here]</strong></i></span></p> <p>############</p> <p> </p> <p>Thank you <strong><i>so much</i></strong> for your participation, and we apologize for any frustration! Your data is extremely valuable to us, and so we want to ensure we are able to use it! </p> <p> </p> <p>We are available via Google Voice, email, or Zoom should you wish to discuss any game instructions or technical difficulties!</p> <p> </p> <p>In order to expedite your payment <strong><i>please email us back when all games above have been replayed!</i></strong></p> <p> </p> <p>-----------------------------------------------</p> <p><strong>Powers Lab</strong></p> <p>Department of Psychiatry</p> <p>Yale University School of Medicine</p>",,{},{},Y,,,N
A-1355,fourth_fail,LOGIC,,ANY,[fourth_fail]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[replay_email],,,,Powers Lab at Yale Research Study: 3rd Replay,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you consented to be contacted regarding your participation in a Powers Lab online study and you recently replayed an online game a third time.</p> <p> </p> <p>Unfortunately, your responses still seem to indicate the game is not being played correctly.</p> <p> </p> <p>At this point, we would like to offer to join via Zoom to discuss any difficulties you may be encountering and/or help you troubleshoot the game! You can do this using<span style=""font-size: 14pt;""> <a href=""https://outlook.office.com/book/YalePsychedelicStudy@yale.edu/s/nnXouTvxo0GvRjb_CaoB0A2?ismsaljsauthenabled"">this Microsoft Bookings Link</a></span></p> <p> </p> <p>Please reply to this email to let me know if you would be open to this! And if you could include some available time windows for this week, that would be very helpful : )</p> <p> </p> <p>Otherwise we will have to have you replay it again. Let me know if you would prefer this option.</p> <p> </p> <p>Thank you again for your participation and patience! : )</p> <p> </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1356,ip_zoom_invite,LOGIC,,ANY,[ip_zoom_invite]='1',N,N,RECORD,TIME_LAG,,,0,0,15,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,maximillian.greenwald@yale.edu;[email_addtl_contact],,,,Powers Lab @ Yale Online Research: Zoom verification required,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you consented to be contacted regarding your participation in an online study by the Powers Lab at Yale University, and some of your activity in screening was <strong>concerning for fraud</strong>.</p> <p> </p> <p>If you are a real person taking this study for the first time, then<strong> we would still be thrilled to have you participate</strong>! It will just require a <strong>very brief (<2 minute) zoom call to verify your authenticity</strong> with the lead researcher, Max Greenwald (CC'd here).</p> <p> </p> <p><strong>Please book a time through this <a href=""https://outlook.office.com/book/YalePsychedelicStudy@yale.edu/s/pcWBKEYjvkytlvc_-Mt25w2?ismsaljsauthenabled"">Microsoft  Bookings Link</a> and reply to this email</strong> to confirm your appointment! </p> <p> </p> <p>Thank you again so much for your interest in research participation!</p> <p> </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1357,eligible_notify,LOGIC,,ANY,[eligible_notify]='1',N,N,RECORD,TIME_LAG,,,0,0,10,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[email_addtl_contact];[email_notify_only],,,,Powers Lab @ Yale University Online Study -- Clear to Begin Study! :D,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you requested an email to alert you once researchers had reviewed your screening information for an online study by the Powers Lab at Yale University.</p> <p> </p> <div style=""mso-element: para-border-div; border: none; border-bottom: dotted windowtext 3.0pt; padding: 0in 0in 1.0pt 0in;""> <p style=""border: none; mso-border-bottom-alt: dotted windowtext 3.0pt; padding: 0in; mso-padding-alt: 0in 0in 1.0pt 0in;""><strong><u>You are eligible to begin using the link you saved during screening or by clicking the link below!</u></strong></p> </div> <p><span style=""font-size: 14pt;""><strong>[survey-link:eligibile:Click to Continue!]</strong></span></p> <div style=""mso-element: para-border-div; border: none; border-bottom: dotted windowtext 3.0pt; padding: 0in 0in 1.0pt 0in;""> <p style=""border: none; mso-border-bottom-alt: dotted windowtext 3.0pt; padding: 0in; mso-padding-alt: 0in 0in 1.0pt 0in;""> </p> </div> <p> </p> <p>Please try to complete the study within the week if you can!. Remember you have <strong><i>72 hours to finish once you begin and the remaining study takes ~2 hours.</i></strong></p> <p> </p> <p>Thank you so much for your interest in participating in research!</p> <p> </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1358,ineligibile_fraud,LOGIC,,ANY,[ineligibile_fraud]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Powers Lab @ Yale Online Research Study: Ineligible,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you consented to be contacted regarding your research participation in an online study by the Powers Lab at Yale University.</p> <p> </p> <p>Unfortunately, your responses in screening are highly suggestive of fraud, and so you will be unable to participate in this study.</p> <p> </p> <p>If you are very confident that this email is being sent in error and still wish to participate, you may email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> to double-check your responses. Unfortunately, due to high rates of fraud, we must stick to strict criteria to rule out any suspicious responses. Please understand we do not wish to comment on anyone's intention, but it is our responsibility to conduct honest, accurate scientific research.</p> <p>  </p> <p>Thank you for your interest, and we wish you the best!</p> <p> </p> <p> </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1359,al_yale_student_mentalhealth,LOGIC,,ANY,[al_yale_student_mentalhealth]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[yale_email],,,,Powers Lab at Yale Research Study: Inconsistent Answers,"<p>Hello!</p> <p> </p> <p>You are receiving this email because you 1) recently completed a Yale-approved online study conducted by the Powers lab, 2) consented to be contacted regarding research, and 3) gave inconsistent answers suspicious for inattentiveness/repeat survey taking. </p> <p> </p> <p>Because this is medical research, it is critical that we are collecting accurate, high-quality data (our data may impact patients!). </p> <p> </p> <p>Unfortunately, because numerous responses were inconsistent, we will have to assume that the data is not trustworthy and will not be able to use your data. As stated in our consent form, we will thus be unable to provide payment for your responses. </p> <p> </p> <p>Thank you for your participation, and we apologize for any frustration. </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1360,al_yale_student_mentalhealth_mdd_si,LOGIC,,ANY,[al_yale_student_mentalhealth_mdd_si]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[yale_email],,,,Checking in and an offer of support,"<p>Good morning!</p> <p>I am a faculty supervisor and psychiatrist involved in the psychology experiment you did recently. The person who ran your experiment noticed that you seemed to be feeling quite down and blue according one of the questionnaires you completed. I wanted to follow-up and offer to provide any other referral information you might want. Additionally, if you would like to speak with me over the phone or in person, I would be glad to do so.</p> <p>Please let me know.</p> <p>Thanks.</p> <p>------------------</p> <p>Al Powers, M.D., Ph.D.</p> <p>Associate Professor of Psychiatry and Psychology,</p> <p>Director, Powers Laboratory at Yale,</p> <p>Medical Director, Associate Director,</p> <p>Yale PRIME Psychosis Risk Clinic</p> <p>Yale University School of Medicine</p> <p><a title=""https://www.prime.research.yale.edu/"" href=""https://www.prime.research.yale.edu/"" target=""_blank"" rel=""noopener"" data-ogsc="""" data-outlook-id=""3f85a496-3eb5-4a72-a714-2beaae7b7b35"">https://www.prime.research.yale.edu/</a></p> <p><a title=""https://medicine.yale.edu/lab/powers/"" href=""https://medicine.yale.edu/lab/powers/"" target=""_blank"" rel=""noopener"" data-ogsc="""" data-outlook-id=""aad87a60-5716-43f5-86b5-67f444eb2d53"">https://medicine.yale.edu/lab/powers/</a> </p>",,{},{},Y,,,N
A-1361,al_yale_student_mentalhealth_psychosis,LOGIC,,ANY,[al_yale_student_mentalhealth_psychosis]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[yale_email],,,,Checking in and an offer of support,"<p>Good morning!</p> <p>I am a faculty supervisor and psychiatrist involved in the psychology experiment you did recently. The person who ran your experiment noticed that you seemed to be having some unusual experiences that you may be struggling with, according one of the questionnaires you completed.I wanted to follow-up and offer to provide any other referral information you might want. Additionally, if you would like to speak with me over the phone or in person, I would be glad to do so.</p> <p>Please let me know.</p> <p>Thanks.</p> <p>------------------</p> <p>Al Powers, M.D., Ph.D.</p> <p>Associate Professor of Psychiatry and Psychology,</p> <p>Director, Powers Laboratory at Yale,</p> <p>Medical Director, Associate Director,</p> <p>Yale PRIME Psychosis Risk Clinic</p> <p>Yale University School of Medicine</p> <p><a title=""https://www.prime.research.yale.edu/"" href=""https://www.prime.research.yale.edu/"" target=""_blank"" rel=""noopener"" data-ogsc="""" data-outlook-id=""3f85a496-3eb5-4a72-a714-2beaae7b7b35"">https://www.prime.research.yale.edu/</a></p> <p><a title=""https://medicine.yale.edu/lab/powers/"" href=""https://medicine.yale.edu/lab/powers/"" target=""_blank"" rel=""noopener"" data-ogsc="""" data-outlook-id=""aad87a60-5716-43f5-86b5-67f444eb2d53"">https://medicine.yale.edu/lab/powers/</a> </p>",,{},{},Y,,,N
A-1362,al_yale_student_mentalhealth_substances,LOGIC,,ANY,[al_yale_student_mentalhealth_substances]='1',N,N,RECORD,NEXT_OCCURRENCE,DAY,9:00,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,[yale_email],,,,Checking in and an offer of support,"<p><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">Good morning!</span></p> <p><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">I am a faculty supervisor and psychiatrist involved in the psychology experiment you did recently. The person who ran your experiment noticed that you seemed to have some concerns about substance use, according one of the questionnaires you completed. I wanted to follow-up and offer to provide any other referral information you might want. Additionally, if you would like to speak with me over the phone or in person, I would be glad to do so. </span></p> <p><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">Please let me know. </span></p> <p><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">Thanks.</span></p> <p><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">------------------</span></p> <p>Al Powers, M.D., Ph.D.</p> <p>Associate Professor of Psychiatry and Psychology,</p> <p>Director, Powers Laboratory at Yale,</p> <p>Medical Director, Associate Director,</p> <p>Yale PRIME Psychosis Risk Clinic</p> <p>Yale University School of Medicine</p> <p><a title=""https://www.prime.research.yale.edu/"" href=""https://www.prime.research.yale.edu/"" target=""_blank"" rel=""noopener"" data-ogsc="""" data-outlook-id=""3f85a496-3eb5-4a72-a714-2beaae7b7b35"">https://www.prime.research.yale.edu/</a></p> <p><a title=""https://medicine.yale.edu/lab/powers/"" href=""https://medicine.yale.edu/lab/powers/"" target=""_blank"" rel=""noopener"" data-ogsc="""" data-outlook-id=""aad87a60-5716-43f5-86b5-67f444eb2d53"">https://medicine.yale.edu/lab/powers/</a> </p>",,{},{},Y,,,N
A-1363,New Records to Screen!,SUBMIT-LOGIC,screening_result,COMPLETE,"([submit_screen_v3]<>"""") or ([zoom_email]<>"""")",Y,N,RECORD,NOW,,,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,kayla.morgan@yale.edu;maximillian.greenwald@yale.edu,,,,New Records to Screen!,<p>Somebody just finished screening and is preliminarily eligible! </p> <p>Please run the QC script ASAP (no later than 24 hours!) </p> <p> </p> <p>Thank you soooooo much!</p> <p> </p> <p>Max</p>,,{},{},Y,,,N
A-1364,Weird Number,LOGIC,,ANY,[max_number_followup]='1',N,N,RECORD,NOW,,,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,maximillian.greenwald@yale.edu,,,,Weird phone number to follow up on,"<p>Check out the weird phone number for [record_id] [form-link:consent_baseline:here]. Someone flagged it as neither a voip or normal number and that you should manually marked the screen_pass. </p> <p> </p> <p>Thanks, future-max!</p> <p> </p> <p>Max</p>",,{},{},Y,,,N
A-1365,Questions Asked,LOGIC,,ANY,"[questions_email]<>""""",Y,N,RECORD,TIME_LAG,,,0,0,1,after,,,ONCE,,,,,,EMAIL,Past Max,maximillian.greenwald@yale.edu,maximillian.greenwald@yale.edu,,,,Someone asked a question!,"<p>Hey, Max!</p> <p> </p> <p>Record: <strong>[record_id]</strong> just asked: </p> <p><em><strong>[questions_email]</strong></em></p> <p> </p> <p>Their email is<em><strong> [email_addtl_contact]</strong></em></p> <p> </p> <p>Good luck responding!</p> <p>-Past Max</p>",,{},{},Y,,,N
A-1366,Email Max about weird phone number,LOGIC,,ANY,[email_max]='1',Y,N,RECORD,TIME_LAG,,,0,0,10,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,maximillian.greenwald@yale.edu,,,,Check this participant's number please!,"<p>Hey, Max!</p> <p> </p> <p>Can you please check the phone number for participant [record_id] [form-link:consent_baseline:Here's there consent to start at]</p> <p> </p> <p>Thx bb!</p> <p> </p> <p>Max also</p>",,{},{},Y,,,N
A-1367,Confirm Payment Receipt,LOGIC,,ANY,([qc_passed]='1') and ([send_pay_confirm]='1'),N,N,RECORD,TIME_LAG,,,21,0,0,after,,,ONCE,,,,,,EMAIL,Powers Lab @ Yale University,maximillian.greenwald@yale.edu,[email_addtl_contact],,,,Please Confirm Payment Receipt for Powers Lab Online Research Study!,"<p>Hello! </p> <p> </p> <p>You are receiving this email because you consented to be contacted regarding your participation in an online research study by the Powers Lab. </p> <p> </p> <p>This email is being sent to <strong>ask that you confirm that you have received your $40 compensation for study participation, </strong>or -- if you did not receive the payment -- <strong>let us know that we need to fix this!</strong></p> <p> </p> <p>Please let us know at the following link:</p> <p><span style=""font-size: 18pt;""><strong>[survey-link:payment_confirmation:Click here to let us know whether you received your payment]</strong></span></p> <p> </p> <p>Thank you again for your participation, and have a fantastic day!</p> <p> </p> <p>P.S. if you used a digital US bank gift card, instructions are again attached for your convenience -- <em><strong>MAKE SURE YOU CLAIM YOUR CARD WITHIN 30 DAYS!!!</strong></em></p> <p> </p> <p>---------------------------------------------------------</p> <p>Powers Lab | Yale University</p> <p style=""background: white;""><i>Phone: ‪(203) 441-7213</i></p> <p style=""background: white;""><em>Email: </em><a href=""mailto:powers.lab@yale.edu"">powers.lab@yale.edu</a> </p>",,{},{},Y,,,N
A-1368,Payment Late,LOGIC,,ANY,"[payment_confirmation]=""0""",Y,N,RECORD,NOW,,,,,,,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,catalina.mourgues@yale.edu;maximillian.greenwald@yale.edu;silmilly.toribio@yale.edu,,,,Participant for psychedelics project reporting missing payment!,"<p>Hi, Silmilly, Cata, and Max!</p> <p> </p> <p>This email means that participant [record_id] has reported that their payment has still not arrived after 15 business days :( </p> <p> </p> <p>Here are helpful links:</p> <p>[form-link:payment_form:Their Payment Form with details of participation etc.]</p> <p>[form-link:payment_confirmation:Their Answers]</p> <p> </p> <p>Thanks!</p> <p> </p> <p><3 Past Max</p>",,{},{},Y,,,N
A-1369,Close the study!,LOGIC,,ANY,"[close_study]=""close""",Y,N,RECORD,TIME_LAG,,,0,0,5,after,,,ONCE,,,,,,EMAIL,,maximillian.greenwald@yale.edu,maximillian.greenwald@yale.edu,,,,Exceeded 350 enrolled participants!,<p>Heads up! We are now above 320 enrolled participants! You should probably close the study after inspecting some? </p> <p> </p> <p>Max</p>,,{},{},Y,,,N
